unix,date,symbol,open,high,low,close,Volume BTC,Volume ETH
1619208000000,2021-04-23 20:00:00,ETH/BTC,0.046474,0.046542,0.045805,0.04597,17.538003244735698,381.50975081
1619204400000,2021-04-23 19:00:00,ETH/BTC,0.046382,0.04646,0.046247,0.04646,1.5977591212400002,34.389994
1619200800000,2021-04-23 18:00:00,ETH/BTC,0.045979,0.046435,0.045977,0.046355,6.45678576436175,139.28995285
1619197200000,2021-04-23 17:00:00,ETH/BTC,0.046654,0.046704,0.045906,0.046115,11.67599202920525,253.19293135
1619193600000,2021-04-23 16:00:00,ETH/BTC,0.046874,0.046965,0.046491,0.046657,26.695114322338537,572.15668222
1619190000000,2021-04-23 15:00:00,ETH/BTC,0.046088,0.046874,0.04593,0.046808,121.14502105498153,2588.12641119
1619186400000,2021-04-23 14:00:00,ETH/BTC,0.045494,0.046242,0.045413,0.046228,15.854958333377798,342.97305385
1619182800000,2021-04-23 13:00:00,ETH/BTC,0.045641,0.045773,0.045222,0.045535,10.8831044166551,239.00525786
1619179200000,2021-04-23 12:00:00,ETH/BTC,0.045803,0.045803,0.045433,0.045528,7.400640467912159,162.55140722
1619175600000,2021-04-23 11:00:00,ETH/BTC,0.046033,0.04626,0.045766,0.045822,14.41824341978118,314.65766269
1619172000000,2021-04-23 10:00:00,ETH/BTC,0.045601,0.046131,0.045541,0.046057,11.31547498497944,245.68415192
1619168400000,2021-04-23 09:00:00,ETH/BTC,0.045416,0.045767,0.045115,0.045634,14.652162325127682,321.07994752
1619164800000,2021-04-23 08:00:00,ETH/BTC,0.044519,0.045476,0.044327,0.04541,59.3667473313154,1307.34964394
1619161200000,2021-04-23 07:00:00,ETH/BTC,0.044986,0.045212,0.044379,0.044519,27.07555130703181,608.17968299
1619157600000,2021-04-23 06:00:00,ETH/BTC,0.04495,0.045096,0.044359,0.045079,49.487865417475696,1097.8030883
1619154000000,2021-04-23 05:00:00,ETH/BTC,0.0449,0.045169,0.043936,0.044951,26.652801345391847,592.93010935
1619150400000,2021-04-23 04:00:00,ETH/BTC,0.045294,0.045294,0.04464,0.0449,10.438182691080002,232.4762292
1619146800000,2021-04-23 03:00:00,ETH/BTC,0.044945,0.045557,0.044714,0.045365,22.92029738400945,505.24186893
1619143200000,2021-04-23 02:00:00,ETH/BTC,0.045376,0.045587,0.043436,0.044991,77.47209977574096,1721.94660656
1619139600000,2021-04-23 01:00:00,ETH/BTC,0.045909,0.0464,0.045194,0.045468,18.57780347441544,408.59073358
1619136000000,2021-04-23 00:00:00,ETH/BTC,0.046408,0.046887,0.04591,0.04598,65.06008663031021,1414.96491149
1619132400000,2021-04-22 23:00:00,ETH/BTC,0.046496,0.046847,0.046407,0.046407,57.80181992101703,1245.54097272
1619128800000,2021-04-22 22:00:00,ETH/BTC,0.046731,0.046945,0.046304,0.046574,130.72583314598697,2806.84143827
1619125200000,2021-04-22 21:00:00,ETH/BTC,0.046516,0.04687,0.045075,0.046731,223.9790219807785,4792.94305666
1619121600000,2021-04-22 20:00:00,ETH/BTC,0.047887,0.047989,0.046143,0.046539,49.82838453541196,1070.68017223
1619118000000,2021-04-22 19:00:00,ETH/BTC,0.047576,0.047879,0.047147,0.047879,102.46642168672389,2140.1119841
1619114400000,2021-04-22 18:00:00,ETH/BTC,0.047297,0.048126,0.047163,0.047576,205.0129288209072,4309.1669922
1619110800000,2021-04-22 17:00:00,ETH/BTC,0.04756,0.047709,0.047254,0.0473,132.755972626101,2806.68018237
1619107200000,2021-04-22 16:00:00,ETH/BTC,0.04773,0.048055,0.04752,0.04756,202.79907059004722,4264.06792662
1619103600000,2021-04-22 15:00:00,ETH/BTC,0.04747,0.04775,0.04732,0.04772,226.54298208835561,4747.33826673
1619100000000,2021-04-22 14:00:00,ETH/BTC,0.046625,0.047503,0.046617,0.04747,451.73773739157303,9516.27843673
1619096400000,2021-04-22 13:00:00,ETH/BTC,0.046334,0.046895,0.046257,0.046669,277.60374398782477,5948.35423917
1619092800000,2021-04-22 12:00:00,ETH/BTC,0.046305,0.04709,0.046304,0.046339,196.75618010499056,4246.01696422
1619089200000,2021-04-22 11:00:00,ETH/BTC,0.046564,0.04686,0.046235,0.046295,124.92243973948611,2698.40025358
1619085600000,2021-04-22 10:00:00,ETH/BTC,0.045939,0.046661,0.045731,0.046593,104.4903242331685,2242.61850993
1619082000000,2021-04-22 09:00:00,ETH/BTC,0.045714,0.045986,0.045636,0.045899,30.302056257737185,660.18990082
1619078400000,2021-04-22 08:00:00,ETH/BTC,0.045713,0.04575,0.045286,0.045699,16.29100603760427,356.48495673
1619074800000,2021-04-22 07:00:00,ETH/BTC,0.045449,0.045741,0.045172,0.04573,17.4722854202836,382.07490532
1619071200000,2021-04-22 06:00:00,ETH/BTC,0.04548,0.045592,0.045257,0.045469,23.07321676814531,507.44939999
1619067600000,2021-04-22 05:00:00,ETH/BTC,0.045079,0.04548,0.044835,0.045427,56.52246695989666,1244.24828758
1619064000000,2021-04-22 04:00:00,ETH/BTC,0.044674,0.045117,0.044568,0.045048,33.96436942143768,753.95954141
1619060400000,2021-04-22 03:00:00,ETH/BTC,0.044705,0.044914,0.044568,0.044646,26.35594009676418,590.33149883
1619056800000,2021-04-22 02:00:00,ETH/BTC,0.044528,0.044971,0.044354,0.044755,218.38656962634957,4879.60160041
1619053200000,2021-04-22 01:00:00,ETH/BTC,0.044628,0.044782,0.044497,0.044541,123.71699665808595,2777.59809295
1619049600000,2021-04-22 00:00:00,ETH/BTC,0.043795,0.044653,0.043498,0.044652,159.27302033598443,3566.98513697
1619046000000,2021-04-21 23:00:00,ETH/BTC,0.0437,0.043835,0.04353,0.043805,211.37615104548462,4825.38867813
1619042400000,2021-04-21 22:00:00,ETH/BTC,0.04333,0.04372,0.04333,0.0437,196.18969792023103,4489.46677163
1619038800000,2021-04-21 21:00:00,ETH/BTC,0.043638,0.04367,0.043319,0.043331,80.25933803988586,1852.23830606
1619035200000,2021-04-21 20:00:00,ETH/BTC,0.043834,0.043834,0.043591,0.043637,140.2094008727201,3213.08524584
1619031600000,2021-04-21 19:00:00,ETH/BTC,0.043375,0.0439,0.043375,0.043834,138.41603606412107,3157.73226409
1619028000000,2021-04-21 18:00:00,ETH/BTC,0.043471,0.043676,0.043319,0.043375,97.85828728606374,2256.09884233
1619024400000,2021-04-21 17:00:00,ETH/BTC,0.043493,0.043667,0.043277,0.043471,214.94848347755973,4944.64087501
1619020800000,2021-04-21 16:00:00,ETH/BTC,0.043416,0.043777,0.043322,0.043516,99.90330773640801,2295.783338
1619017200000,2021-04-21 15:00:00,ETH/BTC,0.043333,0.043497,0.042925,0.043416,515.8852362770688,11882.3759968
1619013600000,2021-04-21 14:00:00,ETH/BTC,0.042934,0.043407,0.042684,0.043311,257.10852082989777,5936.33305234
1619010000000,2021-04-21 13:00:00,ETH/BTC,0.042703,0.042924,0.042601,0.042924,123.84931532323307,2885.31626417
1619006400000,2021-04-21 12:00:00,ETH/BTC,0.041511,0.042867,0.041498,0.042707,136.89773938598563,3205.51055766
1619002800000,2021-04-21 11:00:00,ETH/BTC,0.041233,0.041545,0.04102,0.041517,17.42669179815123,419.74833919
1618999200000,2021-04-21 10:00:00,ETH/BTC,0.04138,0.041429,0.041164,0.041247,6.2264434959351,150.9550633
1618995600000,2021-04-21 09:00:00,ETH/BTC,0.04134,0.0415,0.04132,0.041392,1.53233945323056,37.02018393
1618992000000,2021-04-21 08:00:00,ETH/BTC,0.04144,0.04151,0.0413,0.041412,5.3603650783384795,129.43989854
1618988400000,2021-04-21 07:00:00,ETH/BTC,0.041662,0.041662,0.041371,0.041463,5.8601594097711,141.3346697
1618984800000,2021-04-21 06:00:00,ETH/BTC,0.041462,0.041786,0.041462,0.041668,5.32909540142936,127.89419702000001
1618981200000,2021-04-21 05:00:00,ETH/BTC,0.041606,0.041637,0.041439,0.041578,17.25053486484064,414.89573488
1618977600000,2021-04-21 04:00:00,ETH/BTC,0.04135,0.041662,0.041345,0.041606,69.51333474341818,1670.7526497
1618974000000,2021-04-21 03:00:00,ETH/BTC,0.041441,0.041594,0.041321,0.04135,62.710710669779,1516.58308754
1618970400000,2021-04-21 02:00:00,ETH/BTC,0.041355,0.041537,0.041187,0.041465,66.76876491363436,1610.24393859
1618966800000,2021-04-21 01:00:00,ETH/BTC,0.041087,0.04146,0.041052,0.041411,85.17352109319283,2056.78493862
1618963200000,2021-04-21 00:00:00,ETH/BTC,0.041282,0.041698,0.041002,0.041002,37.262167765417914,908.78902896
1618959600000,2021-04-20 23:00:00,ETH/BTC,0.041159,0.04136,0.041037,0.041304,3.77146340991024,91.30988306
1618956000000,2021-04-20 22:00:00,ETH/BTC,0.041024,0.041285,0.040916,0.041141,8.1229999863118,197.4429398
1618952400000,2021-04-20 21:00:00,ETH/BTC,0.04069,0.04138,0.04069,0.041042,16.307821314890703,397.34470335000003
1618948800000,2021-04-20 20:00:00,ETH/BTC,0.041067,0.041152,0.0405,0.040639,17.56149417259455,432.13401345
1618945200000,2021-04-20 19:00:00,ETH/BTC,0.04061,0.041066,0.040478,0.041066,9.19462197239848,223.89865028
1618941600000,2021-04-20 18:00:00,ETH/BTC,0.040615,0.040924,0.040486,0.040632,15.64069509031704,384.93539797
1618938000000,2021-04-20 17:00:00,ETH/BTC,0.040334,0.040627,0.040169,0.04058,7.6204095535428,187.78732266
1618934400000,2021-04-20 16:00:00,ETH/BTC,0.039519,0.040592,0.039464,0.040334,78.70965723942986,1951.44684979
1618930800000,2021-04-20 15:00:00,ETH/BTC,0.039327,0.039515,0.039066,0.039515,6.8005440057072,172.10031648
1618927200000,2021-04-20 14:00:00,ETH/BTC,0.039435,0.039487,0.039202,0.039248,30.145906984879836,768.08772383
1618923600000,2021-04-20 13:00:00,ETH/BTC,0.039078,0.039483,0.03907,0.039394,88.70560453682967,2251.75418939
1618920000000,2021-04-20 12:00:00,ETH/BTC,0.038996,0.039079,0.038864,0.039078,3.88709717744088,99.47021796
1618916400000,2021-04-20 11:00:00,ETH/BTC,0.039085,0.039227,0.038967,0.039002,4.107186369101281,105.30707064
1618912800000,2021-04-20 10:00:00,ETH/BTC,0.038964,0.039074,0.038768,0.039047,6.43080858284504,164.69405032
1618909200000,2021-04-20 09:00:00,ETH/BTC,0.038803,0.039045,0.038803,0.038926,2.0625604535281,52.98670435
1618905600000,2021-04-20 08:00:00,ETH/BTC,0.038482,0.039014,0.038474,0.038801,2.3351985761631804,60.18397918
1618902000000,2021-04-20 07:00:00,ETH/BTC,0.038553,0.038627,0.038409,0.038434,3.7303365133837003,97.05824305
1618898400000,2021-04-20 06:00:00,ETH/BTC,0.038611,0.038652,0.038389,0.038572,2.2923081059598402,59.42932972
1618894800000,2021-04-20 05:00:00,ETH/BTC,0.038711,0.038741,0.038524,0.038542,1.67015564765196,43.33339338
1618891200000,2021-04-20 04:00:00,ETH/BTC,0.038641,0.038816,0.038511,0.038722,16.44592530483144,424.71786852
1618887600000,2021-04-20 03:00:00,ETH/BTC,0.038607,0.03872,0.038317,0.038655,3.73390088899905,96.59554751
1618884000000,2021-04-20 02:00:00,ETH/BTC,0.038288,0.0386,0.03816,0.0386,19.737217123714,511.32686849
1618880400000,2021-04-20 01:00:00,ETH/BTC,0.038271,0.038607,0.038179,0.038328,16.39354764835944,427.71727323
1618876800000,2021-04-20 00:00:00,ETH/BTC,0.038871,0.038996,0.038023,0.038193,81.0696649444281,2122.6315017
1618873200000,2021-04-19 23:00:00,ETH/BTC,0.039046,0.039172,0.038707,0.038815,3.7360805270733,96.25352382
1618869600000,2021-04-19 22:00:00,ETH/BTC,0.039083,0.039267,0.039028,0.039115,2.6051346182914497,66.60193323
1618866000000,2021-04-19 21:00:00,ETH/BTC,0.039243,0.039322,0.039083,0.03913,8.997472064890399,229.93795208
1618862400000,2021-04-19 20:00:00,ETH/BTC,0.039074,0.039351,0.038974,0.039242,13.72866143476128,349.84611984000003
1618858800000,2021-04-19 19:00:00,ETH/BTC,0.038981,0.03909,0.03891,0.03909,0.4350879981846,11.13041694
1618855200000,2021-04-19 18:00:00,ETH/BTC,0.038729,0.039016,0.038729,0.038996,3.3600636312496404,86.16431509
1618851600000,2021-04-19 17:00:00,ETH/BTC,0.038363,0.038757,0.038325,0.038727,49.73583124334799,1284.26759737
1618848000000,2021-04-19 16:00:00,ETH/BTC,0.038365,0.038752,0.038325,0.038369,40.55874828166071,1057.07076759
1618844400000,2021-04-19 15:00:00,ETH/BTC,0.038684,0.038822,0.038348,0.038411,48.14431340165569,1253.39911488
1618840800000,2021-04-19 14:00:00,ETH/BTC,0.039126,0.039127,0.038445,0.038726,28.293306157265658,730.60233841
1618837200000,2021-04-19 13:00:00,ETH/BTC,0.039309,0.039378,0.039087,0.039142,1.4085050285287801,35.98449309
1618833600000,2021-04-19 12:00:00,ETH/BTC,0.039333,0.039441,0.039263,0.039319,0.8768144112807099,22.30001809
1618830000000,2021-04-19 11:00:00,ETH/BTC,0.039229,0.039337,0.039133,0.039334,1.7981297100581999,45.7143873
1618826400000,2021-04-19 10:00:00,ETH/BTC,0.039312,0.039313,0.039112,0.03925,5.3569684891925,136.48327361
1618822800000,2021-04-19 09:00:00,ETH/BTC,0.03949,0.039505,0.039312,0.039312,1.77832930845024,45.23629702
1618819200000,2021-04-19 08:00:00,ETH/BTC,0.039566,0.039601,0.039442,0.039466,3.35645184743652,85.04666922
1618815600000,2021-04-19 07:00:00,ETH/BTC,0.039524,0.039621,0.03942,0.039578,2.38351845922344,60.22331748
1618812000000,2021-04-19 06:00:00,ETH/BTC,0.039645,0.039645,0.039426,0.039521,5.179508565196779,131.05712318
1618808400000,2021-04-19 05:00:00,ETH/BTC,0.039739,0.039802,0.039551,0.039655,4.2620122513969,107.47729798
1618804800000,2021-04-19 04:00:00,ETH/BTC,0.039731,0.039797,0.039661,0.039735,3.7976542356419998,95.5745372
1618801200000,2021-04-19 03:00:00,ETH/BTC,0.039564,0.039789,0.039513,0.03975,2.53054133529,63.66141724
1618797600000,2021-04-19 02:00:00,ETH/BTC,0.039555,0.039573,0.0393,0.039573,1.29425393036025,32.70547925
1618794000000,2021-04-19 01:00:00,ETH/BTC,0.039733,0.03978,0.039446,0.039531,2.25605298082635,57.07047585
1618790400000,2021-04-19 00:00:00,ETH/BTC,0.039823,0.039936,0.039488,0.039721,3.33438905718171,83.94524451
1618786800000,2021-04-18 23:00:00,ETH/BTC,0.039591,0.039861,0.03955,0.039826,15.4936722358605,389.03410425
1618783200000,2021-04-18 22:00:00,ETH/BTC,0.039429,0.039681,0.03942,0.039588,11.04144968716884,278.90900493
1618779600000,2021-04-18 21:00:00,ETH/BTC,0.039586,0.039625,0.039373,0.039409,4.823218458799969,122.38875533
1618776000000,2021-04-18 20:00:00,ETH/BTC,0.039294,0.039633,0.039185,0.03955,3.1306518066285,79.15680927
1618772400000,2021-04-18 19:00:00,ETH/BTC,0.039114,0.039349,0.039114,0.039308,117.77730861826525,2996.26815453
1618768800000,2021-04-18 18:00:00,ETH/BTC,0.038968,0.039105,0.038834,0.039074,3.62764410980874,92.84035701
1618765200000,2021-04-18 17:00:00,ETH/BTC,0.039018,0.039081,0.038872,0.038892,2.9078969041432803,74.76851034
1618761600000,2021-04-18 16:00:00,ETH/BTC,0.038655,0.03906,0.038555,0.038947,3.7432945816690704,96.11252681
1618758000000,2021-04-18 15:00:00,ETH/BTC,0.038554,0.038835,0.03847,0.038668,1.00662198545272,26.03242954
1618754400000,2021-04-18 14:00:00,ETH/BTC,0.038351,0.03862,0.038351,0.038565,6.39765301636935,165.89272699
1618750800000,2021-04-18 13:00:00,ETH/BTC,0.038241,0.038554,0.03813,0.038418,30.53254183009968,794.74573976
1618747200000,2021-04-18 12:00:00,ETH/BTC,0.038497,0.038677,0.038228,0.03827,25.3063653652132,661.25856716
1618743600000,2021-04-18 11:00:00,ETH/BTC,0.038796,0.038863,0.038363,0.038525,46.3742791476715,1203.74507846
1618740000000,2021-04-18 10:00:00,ETH/BTC,0.038528,0.038894,0.038354,0.038773,42.024993920737174,1083.87264129
1618736400000,2021-04-18 09:00:00,ETH/BTC,0.038878,0.039005,0.03825,0.038534,78.90515988094445,2047.67633469
1618732800000,2021-04-18 08:00:00,ETH/BTC,0.039391,0.039391,0.038723,0.03881,30.408971473967295,783.53443633
1618729200000,2021-04-18 07:00:00,ETH/BTC,0.039239,0.039511,0.039238,0.039361,146.8048938890242,3729.70437461
1618725600000,2021-04-18 06:00:00,ETH/BTC,0.03915,0.03949,0.039089,0.039224,15.9053520669984,405.5005116
1618722000000,2021-04-18 05:00:00,ETH/BTC,0.039145,0.039343,0.038914,0.039173,50.50871153244485,1289.37562945
1618718400000,2021-04-18 04:00:00,ETH/BTC,0.039259,0.039471,0.03878,0.039125,275.28232908147623,7035.97007237
1618714800000,2021-04-18 03:00:00,ETH/BTC,0.038394,0.039675,0.036478,0.03936,431.97487594491844,10974.97144169
1618711200000,2021-04-18 02:00:00,ETH/BTC,0.038554,0.038704,0.038297,0.03842,1.6453256624864,42.82471792
1618707600000,2021-04-18 01:00:00,ETH/BTC,0.03845,0.03871,0.038308,0.038566,74.21913751138744,1924.47071284
1618704000000,2021-04-18 00:00:00,ETH/BTC,0.038603,0.038797,0.03787,0.038418,160.4744350153421,4177.06374656
1618700400000,2021-04-17 23:00:00,ETH/BTC,0.039194,0.039194,0.038563,0.038711,28.78705642596393,743.6402166299999
1618696800000,2021-04-17 22:00:00,ETH/BTC,0.039368,0.039383,0.039196,0.039216,1.05714820535328,26.95706358
1618693200000,2021-04-17 21:00:00,ETH/BTC,0.039289,0.039362,0.039202,0.039362,4.1362501932436,105.0823178
1618689600000,2021-04-17 20:00:00,ETH/BTC,0.039193,0.039421,0.039121,0.039303,22.39468475776785,569.79581095
1618686000000,2021-04-17 19:00:00,ETH/BTC,0.039121,0.039252,0.039104,0.039165,0.98343814079595,25.110127430000002
1618682400000,2021-04-17 18:00:00,ETH/BTC,0.038928,0.039334,0.03885,0.039106,5.5869843860878605,142.86770281
1618678800000,2021-04-17 17:00:00,ETH/BTC,0.03896,0.039142,0.038878,0.038937,2.6717226828877796,68.61655194
1618675200000,2021-04-17 16:00:00,ETH/BTC,0.038876,0.039058,0.03856,0.038947,8.56106711316665,219.81326195
1618671600000,2021-04-17 15:00:00,ETH/BTC,0.039299,0.039327,0.038746,0.038954,9.4879859923844,243.5689786
1618668000000,2021-04-17 14:00:00,ETH/BTC,0.039404,0.039571,0.039282,0.039319,1.16911475666377,29.73409183
1618664400000,2021-04-17 13:00:00,ETH/BTC,0.0395,0.0395,0.039269,0.039461,6.25069681200231,158.40188571
1618660800000,2021-04-17 12:00:00,ETH/BTC,0.039542,0.039647,0.039436,0.039526,8.169864326816239,206.69595524
1618657200000,2021-04-17 11:00:00,ETH/BTC,0.03935,0.039585,0.0393,0.039563,3.6830062773633,93.0921891
1618653600000,2021-04-17 10:00:00,ETH/BTC,0.039469,0.039505,0.039301,0.039426,0.87730077219486,22.25183311
1618650000000,2021-04-17 09:00:00,ETH/BTC,0.039538,0.039596,0.03938,0.03947,2.672983108816,67.7218928
1618646400000,2021-04-17 08:00:00,ETH/BTC,0.039629,0.039702,0.039533,0.039534,47.73110250125184,1207.34310976
1618642800000,2021-04-17 07:00:00,ETH/BTC,0.03978,0.039786,0.038992,0.039629,299.16484172193435,7549.13931015
1618639200000,2021-04-17 06:00:00,ETH/BTC,0.039852,0.039938,0.038922,0.039771,284.71393999791695,7158.83281783
1618635600000,2021-04-17 05:00:00,ETH/BTC,0.039886,0.039886,0.039809,0.039852,21.58402793075784,541.60463542
1618632000000,2021-04-17 04:00:00,ETH/BTC,0.039924,0.039983,0.039779,0.039882,3.78119420309886,94.80954323
1618628400000,2021-04-17 03:00:00,ETH/BTC,0.039988,0.040014,0.039656,0.039894,5.89547830908036,147.77857094
1618624800000,2021-04-17 02:00:00,ETH/BTC,0.040048,0.040048,0.039834,0.039949,7.7169035751353,193.1688797
1618621200000,2021-04-17 01:00:00,ETH/BTC,0.040092,0.040178,0.039985,0.04003,3.1816501012390006,79.4816413
1618617600000,2021-04-17 00:00:00,ETH/BTC,0.039542,0.040127,0.039542,0.04005,22.3301446627365,557.55667073
1618614000000,2021-04-16 23:00:00,ETH/BTC,0.03943,0.039541,0.03937,0.039529,5.883309901707,148.835283
1618610400000,2021-04-16 22:00:00,ETH/BTC,0.039669,0.039669,0.039315,0.039338,5.05662928524364,128.54312078
1618606800000,2021-04-16 21:00:00,ETH/BTC,0.039692,0.039769,0.039422,0.039639,5.63548409045619,142.17018821
1618603200000,2021-04-16 20:00:00,ETH/BTC,0.039343,0.039694,0.039319,0.039694,3.12260519007532,78.66693178
1618599600000,2021-04-16 19:00:00,ETH/BTC,0.039372,0.039379,0.039143,0.039379,1.24025418344018,31.495319419999998
1618596000000,2021-04-16 18:00:00,ETH/BTC,0.039388,0.039522,0.039202,0.039366,3.52176899511816,89.46220076
1618592400000,2021-04-16 17:00:00,ETH/BTC,0.039391,0.039535,0.039202,0.039389,9.93341025605047,252.18741923
1618588800000,2021-04-16 16:00:00,ETH/BTC,0.039507,0.039533,0.039183,0.039327,4.85889679416102,123.55116826
1618585200000,2021-04-16 15:00:00,ETH/BTC,0.039295,0.039538,0.039182,0.039483,47.11432954976055,1193.28140085
1618581600000,2021-04-16 14:00:00,ETH/BTC,0.038808,0.039408,0.038808,0.039288,37.17800787482112,946.29423424
1618578000000,2021-04-16 13:00:00,ETH/BTC,0.039181,0.039392,0.038151,0.038857,28.32002282577195,728.82679635
1618574400000,2021-04-16 12:00:00,ETH/BTC,0.039116,0.039335,0.038991,0.039177,1.0322613180511198,26.34865656
1618570800000,2021-04-16 11:00:00,ETH/BTC,0.039086,0.039201,0.038759,0.039155,15.490338547234401,395.61584848
1618567200000,2021-04-16 10:00:00,ETH/BTC,0.03931,0.039481,0.038974,0.038984,26.759523130097996,686.42322825
1618563600000,2021-04-16 09:00:00,ETH/BTC,0.039505,0.039506,0.039122,0.03931,31.8311619197907,809.74718697
1618560000000,2021-04-16 08:00:00,ETH/BTC,0.039515,0.039779,0.03946,0.039513,11.07625129585251,280.31916827
1618556400000,2021-04-16 07:00:00,ETH/BTC,0.039297,0.039512,0.039153,0.039474,4.8151922882038205,121.98389543
1618552800000,2021-04-16 06:00:00,ETH/BTC,0.03914,0.039313,0.03883,0.039313,10.442046279673159,265.61306132
1618549200000,2021-04-16 05:00:00,ETH/BTC,0.039273,0.039494,0.039014,0.039154,34.58005358514608,883.18060952
1618545600000,2021-04-16 04:00:00,ETH/BTC,0.039701,0.039701,0.039253,0.039253,12.07717358578803,307.67517351
1618542000000,2021-04-16 03:00:00,ETH/BTC,0.039632,0.03979,0.039527,0.039669,6.875745540129901,173.3279271
1618538400000,2021-04-16 02:00:00,ETH/BTC,0.039793,0.03991,0.039581,0.039583,9.46318085884318,239.07184546
1618534800000,2021-04-16 01:00:00,ETH/BTC,0.039911,0.03992,0.039486,0.039781,13.20258005750614,331.88155294
1618531200000,2021-04-16 00:00:00,ETH/BTC,0.039796,0.040075,0.039796,0.039947,7.1652260317680705,179.36831381
1618527600000,2021-04-15 23:00:00,ETH/BTC,0.039994,0.040138,0.039703,0.039796,4.5792179385034,115.06729165
1618524000000,2021-04-15 22:00:00,ETH/BTC,0.039402,0.040053,0.039328,0.039975,39.57095912307525,989.89266099
1618520400000,2021-04-15 21:00:00,ETH/BTC,0.039448,0.039448,0.039174,0.039402,14.576977644680879,369.95527244
1618516800000,2021-04-15 20:00:00,ETH/BTC,0.039089,0.039474,0.039067,0.039474,74.30171714056081,1882.2951092
1618513200000,2021-04-15 19:00:00,ETH/BTC,0.039317,0.039317,0.038917,0.039092,6.20124186527404,158.63199287
1618509600000,2021-04-15 18:00:00,ETH/BTC,0.039271,0.039345,0.039186,0.039326,56.12022168425848,1427.05135748
1618506000000,2021-04-15 17:00:00,ETH/BTC,0.039154,0.039266,0.038963,0.039263,39.92184642542131,1016.78033837
1618502400000,2021-04-15 16:00:00,ETH/BTC,0.03933,0.039414,0.03914,0.03914,24.4290608341532,624.14565238
1618498800000,2021-04-15 15:00:00,ETH/BTC,0.039326,0.039397,0.0392,0.03926,26.613853143690804,677.88724258
1618495200000,2021-04-15 14:00:00,ETH/BTC,0.03917,0.039416,0.039092,0.039315,41.34953804605725,1051.74966415
